Job Title,Company Name,Location,Description,Salary,MetaData,Posting
Senior Software Engineer,"Vizient, Inc.","Irving, TX",  5 or more years of experience developing software in a .  Azure cloud experience is required.  Experience with emerging cloud platform technologies such as… ·More...,,"$102,187 - $109,191 a year",
Software Developer,Palni,"McKinney, TX 75070",  Interact frequently with the business and other functional teams to integrate knowledge of the business requirements and functional priorities. ·More...,,"$102,187 - $109,191 a year",
"DevOps/ SRE Engineer (NYC, Austin or Remote US)","Trunk Tools, Inc.","Remote in Austin, TX","  Competitive salary and stock option equity packages.  Skilled in infrastructure as code (IaC) tools like Terraform, CloudFormation, or similar. ·More...",,"$102,187 - $109,191 a year",
Front End Engineer- Greystar Living,Greystar Real Estate Partners LLC,Remote in Texas,  6-Week Paid Sabbatical after 10 years of service (and every 5 years thereafter).  Low (free basic) employee Medical costs for employee-only coverage; costs… ·More...,,"$102,187 - $109,191 a year",
software engineer jobs in Texas,,,,,,
Laravel Developer,Nu Image Medical,"Lutz, FL 33549",  Min 5 years of experience in Web Development Mandatory.  This position requires strong experience with PHP and web hosting management. EmployerActive 7 days ago,,"$80,000.00 - $140,828.91 a year",Active 7 days ago
Web Developer,Impossible Work,"Boca Raton, FL 33433",  The core software projects is order management system that was build in house.  The ideal candidate will have a strong foundation in web development technologies… EmployerActive 4 days ago,,"$80,000.00 - $140,828.91 a year",Active 4 days ago
Senior Software Engineer (In Office),Nexee LLC,"Boca Raton, FL 33431","  5+ years of software development experience.  Strong understanding of object-oriented programming.  Experience with cloud platforms (e.g., AWS, Azure, GCP) and… EmployerActive 4 days ago",,"$80,000.00 - $140,828.91 a year",Active 4 days ago
Software Developer,Precision Contracting Services,"Jupiter, FL 33478","  Developer will work with project managers, department heads, designers, and field technicians to troubleshoot software issues, clarify system processes, and… EmployerActive 5 days ago",,"$80,000.00 - $140,828.91 a year",Active 5 days ago
Backend Engineer - GAR,Amex,"Hybrid work in Sunrise, FL","  Communicates effectively with Technical, Operational, and Business colleagues.  Experience with design and coding across one or more object-oriented platforms… ·More...",,"$80,000.00 - $140,828.91 a year",
Software Developer (Back-End/.NET/Mandarin/Nationwide),TomCloud,"Miami, FL","  In fields of healthcare, banking, and financial services, high-tech IT business, retail and e-commerce, insurance, entertainment, telecom and cable, pharmacy… ",,"$80,000.00 - $140,828.91 a year",
Software Engineer,QMed Corporation,"Fort Lauderdale, FL 33312",  Programming Experience: Minimum 3+ years 3GL/4GL or relational database languages; knowledge of machine learning algorithms a plus. ·More...,,"$80,000.00 - $140,828.91 a year",
Artemis Simulation Software Engineer,Amentum,"Kennedy Space Center, FL 32899","  B.S. in Computer Science, Engineering or related field from an accredited college and university, with at least 4 years of relevant, full software life cycle… ·More...",,"$80,000.00 - $140,828.91 a year",
Principal Software Engineer - DevOps & Cloud Infrastructure (Melbourne FL),Northrop Grumman,"Melbourne, FL","  Participate in the full software development life cycle including design, implementation, and delivery of software products to our customers. ·More...",,"$80,000.00 - $140,828.91 a year",
Software Engineer – C11/Officer,Citi,"Tampa, FL","  Contribute to the design, documentation, and development of world-class enterprise applications leveraging the latest technologies and software design patterns. ·More...",,"$80,000.00 - $140,828.91 a year",
Engineer,Jobledis Ramirez,Florida,"  Maintain version control using GitHub for project management and collaboration.  Experience with version control systems, particularly GitHub. ·More...",,"$80,000.00 - $140,828.91 a year",
Azure Cloud Engineer,ITrade STEM,"Fort Lauderdale, FL 33309",  The ideal candidate will possess a comprehensive understanding of various cloud solutions and be eager to share their expertise to enhance their cloud… EmployerActive 4 days ago·More...,,"$80,000.00 - $140,828.91 a year",Active 4 days ago
Software Engineer III,Beast Code,"Hybrid work in Fort Walton Beach, FL 32548",  Assist in interviewing software engineering applicants.  Experience in C# and .net.  Ability to achieve and maintain a US secret security clearance. ·More...,,"$80,000.00 - $140,828.91 a year",
Software Engineer,JPMorgan Chase,"Tampa, FL 33634 (Tampa International Airport area)","  Comply with project life cycle methodology in all planning steps, and adhere to IT control policies throughout design, development and testing. ·More...",,"$80,000.00 - $140,828.91 a year",
Software Engineer II,StoneX Group,"Winter Park, FL 32789",  We are looking for experienced data centric developer to help us improve the day to day operations by implementing cross training and refactoring of existing… ·More...,,"$80,000.00 - $140,828.91 a year",
software engineer jobs in Florida,,,,,,
568 - DSP Firmware Engineer,Azure Summit Technology,"Melbourne, FL 32901","  Minimum 5 years' experience as a firmware engineer developing and implementing signal processing algorithms on large, dense, high-speed FPGAs (e.g., Xilinx,… ",,"$68,200 - $175,500 a year",
Software Engineer - Javascript / Node.js,Motorola Solutions,"Saint Petersburg, FL 33701",  Demonstrate strong software development fundamentals.  Have a great personality and enjoy working as part of a team.  Generous Paid Time Off Packages. ·More...,,"$68,200 - $175,500 a year",
Software Engineer – C11/Officer,Citi,"Tampa, FL","  Contribute to the design, documentation, and development of world-class enterprise applications leveraging the latest technologies and software design patterns. ·More...",,"$68,200 - $175,500 a year",
Engineer,Jobledis Ramirez,Florida,"  Maintain version control using GitHub for project management and collaboration.  Experience with version control systems, particularly GitHub. ·More...",,"$68,200 - $175,500 a year",
Software Engineer - Backend (Golang),Automox,"Remote in Tampa, FL","  Experience building production applications in cloud environments (AWS or GCP).  Lead by example by championing software development best practices, and writing… ·More...",,"$68,200 - $175,500 a year",
Software Developer,Cru,"Orlando, FL 32832","  Implement Impact: Play a crucial role in system improvements, making sure that every enhancement is successfully realized.  Full-Time, Orlando, FL – Hybrid. EmployerActive 3 days ago·More...",,"$68,200 - $175,500 a year",Active 3 days ago
Software Engineer,Social Mobile,"Hollywood, FL 33020",  Work with internal and external 3rd party software teams.  Provide triage and log analysis for any reported software issues.  Must be a US Citizen. EmployerActive 27 days ago·More...,,"$68,200 - $175,500 a year",Active 27 days ago
Software Engineer,ShowingXchange,Florida,  Knowledge of software development best practices and version control systems like GitHub.  Work in an Agile environment to deliver high-quality software. ·More...,,"$68,200 - $175,500 a year",
Azure Cloud Engineer,ITrade STEM,"Fort Lauderdale, FL 33309",  The ideal candidate will possess a comprehensive understanding of various cloud solutions and be eager to share their expertise to enhance their cloud… EmployerActive 4 days ago·More...,,"$68,200 - $175,500 a year",Active 4 days ago
Software Engineer III,Beast Code,"Hybrid work in Fort Walton Beach, FL 32548",  Assist in interviewing software engineering applicants.  Experience in C# and .net.  Ability to achieve and maintain a US secret security clearance. ·More...,,"$68,200 - $175,500 a year",
Software Engineer – 2025 University Graduate,Citadel Securities,"Miami, FL","  You’ll have access to state-of-the-art tools and apply innovative techniques including distributed computing, natural language processing, machine learning and… ·More...",,"$68,200 - $175,500 a year",
Software Engineer,Payroc,"Orlando, FL","  NET cloud, web, and desktop applications using the latest versions of .NET.  Familiarity developing for AWS or other cloud services. ·More...",,"$68,200 - $175,500 a year",
Software Engineer,JPMorgan Chase,"Tampa, FL 33634 (Tampa International Airport area)","  Comply with project life cycle methodology in all planning steps, and adhere to IT control policies throughout design, development and testing. ·More...",,"$68,200 - $175,500 a year",
Software Engineer,052&&Polarson Inc GG,"Jacksonville, FL 32258","  Set operational specifications and formulate and analyze software requirements.  Research, design, develop, and test operating systems-level software, compilers,… ·More...",,"$68,200 - $175,500 a year",
Software Engineer II,StoneX Group,"Winter Park, FL 32789",  We are looking for experienced data centric developer to help us improve the day to day operations by implementing cross training and refactoring of existing… ·More...,,"$68,200 - $175,500 a year",
